"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL40026","131","69.05","Patton Ltd Airlines","2024","10634","Maintenance"
"FL89794","251","64.09","Callahan Group Airlines","2025","3656","Retiré"
"FL87532","346","77.75","Cervantes, Johnson and Jordan Airlines","2000","14108","Retiré"
"FL97864","352","18.03","Thompson, Weaver and Morrison Airlines","1998","5752","Actif"
"FL62467","241","57.45","Beasley LLC Airlines","2008","2760","Maintenance"
"FL49260","101","28.68","Harris-Campbell Airlines","2020","10159","Actif"
"FL47752","258","28.66","Hood, Rangel and Taylor Airlines","2006","2952","Actif"
"FL81887","139","39.95","Sanchez PLC Airlines","2014","11239","Retiré"
"FL67642","137","17.34","Cross, Mitchell and Collins Airlines","1993","10890","Actif"
"FL91479","118","44.86","Brooks-Hamilton Airlines","1997","11341","Maintenance"
"FL84963","289","96.09","Pittman-Henderson Airlines","1993","3613","Actif"
"FL35459","159","56.48","Barnes, English and Mcgee Airlines","1992","9495","Actif"
"FL58843","209","20.18","Pennington-Sullivan Airlines","2002","2214","Maintenance"
"FL27828","310","58.46","Wood Ltd Airlines","2001","14932","Actif"
"FL87304","308","94.2","Miller Group Airlines","1992","4867","Actif"
"FL31685","122","69.56","Alvarado Inc Airlines","1990","8412","Actif"
"FL85525","157","79.04","Malone, Phillips and Matthews Airlines","1992","9763","Maintenance"
"FL39697","239","85.13","Jennings, Conway and Flores Airlines","1998","6327","Maintenance"
"FL55702","284","83.39","Payne, Stephens and James Airlines","1999","4221","Retiré"
"FL01921","177","10.49","Robinson LLC Airlines","2020","14948","Retiré"
"FL58419","282","10.22","Mckenzie PLC Airlines","2015","11875","Maintenance"
"FL88436","273","90.13","Bryant-Griffin Airlines","2018","11689","Actif"
"FL80727","163","29.13","Mcdonald Inc Airlines","1991","13929","Retiré"
"FL15880","161","66.89","Marquez, Underwood and Kemp Airlines","2013","7589","Retiré"
"FL29470","310","35.29","Cohen and Sons Airlines","1990","4695","Actif"
"FL15428","178","56.13","Wilson, Carson and Chavez Airlines","2017","5168","Actif"
"FL29237","320","26.85","Brandt and Sons Airlines","2001","11842","Maintenance"
"FL05576","228","28.14","Cole, Martin and Rich Airlines","1991","13938","Actif"
"FL94297","376","43.44","Jackson, Miranda and Carter Airlines","1992","10307","Maintenance"
"FL13529","212","99.94","Higgins, Jones and Maddox Airlines","2015","11035","Maintenance"
"FL18189","119","22.09","Jones Inc Airlines","1990","12732","Maintenance"
"FL73091","150","66.08","Gordon, Harvey and Williams Airlines","1999","8176","Retiré"
"FL77599","264","25.1","Ruiz-Ruiz Airlines","2016","14971","Retiré"
"FL36066","380","19.45","Mitchell-James Airlines","1994","9803","Actif"
"FL13155","158","79.53","Rose Inc Airlines","2010","11067","Retiré"
"FL92772","136","49.34","Perry-Bentley Airlines","1995","9160","Actif"
"FL93547","360","66.15","Thompson-Mills Airlines","2015","10454","Actif"
"FL91545","335","63.64","Smith-Casey Airlines","2000","13264","Maintenance"
"FL89347","119","15.61","Harrison LLC Airlines","2016","13623","Retiré"
"FL49969","295","98.38","Torres LLC Airlines","2002","10314","Actif"
"FL39282","372","94.54","Butler PLC Airlines","2002","6708","Retiré"
"FL33662","121","88.97","Oconnell, Jones and Hogan Airlines","2004","11450","Maintenance"
"FL81005","265","28.4","Montgomery, Owen and Carter Airlines","2002","10806","Actif"
"FL70246","113","83.93","Cox-Hernandez Airlines","2025","10785","Maintenance"
"FL20118","358","44.74","Matthews-Harris Airlines","2021","6235","Retiré"
"FL53048","215","75.48","Buck, Greene and Hernandez Airlines","1997","8424","Maintenance"
"FL65060","238","92.61","Coleman, Ross and Herrera Airlines","2005","6946","Retiré"
"FL34472","111","36.37","Garza-Mcintyre Airlines","2003","3179","Retiré"
"FL77172","166","19.46","Stevenson-Cohen Airlines","1998","4855","Maintenance"
"FL77701","265","98.55","Edwards PLC Airlines","1991","3095","Actif"
"FL20635","190","88.67","Hall-Chavez Airlines","2022","8262","Maintenance"
"FL68907","274","52.63","Walker Ltd Airlines","2017","13814","Actif"
"FL62633","240","18.15","Clark Inc Airlines","2000","11842","Actif"
"FL07959","270","80.69","Williams, Miller and Cox Airlines","2007","3824","Maintenance"
"FL65866","249","84.75","Morris, Martinez and Miles Airlines","2007","5361","Retiré"
"FL10985","294","33.32","Hernandez, Carter and Sanchez Airlines","2023","9001","Maintenance"
"FL66029","132","19.83","Lopez and Sons Airlines","2018","13154","Retiré"
"FL99963","383","40.54","Nelson Group Airlines","2009","10328","Retiré"
"FL24958","134","17.05","Garcia LLC Airlines","2011","12542","Retiré"
"FL53596","260","52.47","Stevens, Wilson and Dixon Airlines","1994","12977","Actif"
"FL64696","330","49.08","Hill LLC Airlines","2010","13733","Retiré"
"FL15924","137","24.86","Richardson Group Airlines","2016","2039","Actif"
"FL49375","233","54.47","Lang, Chapman and Esparza Airlines","1993","3103","Retiré"
"FL84029","275","92.79","Flores LLC Airlines","2015","9135","Maintenance"
"FL30404","103","74.8","Barrett-Wilson Airlines","2006","5056","Actif"
"FL61632","364","34.19","Howard and Sons Airlines","2009","5576","Actif"
"FL16438","361","25.14","Hart-Jensen Airlines","2000","3123","Actif"
"FL57250","111","99.48","Meyer Ltd Airlines","2003","3069","Retiré"
"FL70444","192","80.05","Weiss, Zimmerman and Ward Airlines","2014","14783","Maintenance"
"FL76267","339","78.96","Gross-Davenport Airlines","2008","5913","Actif"
"FL04612","352","39.06","Wood-Mccall Airlines","2007","7804","Retiré"
"FL08493","390","92.58","Golden Ltd Airlines","2008","4534","Actif"
"FL68571","281","97.98","Cross, Williams and Fox Airlines","2012","10816","Retiré"
"FL75312","249","19.04","White, Watkins and Clark Airlines","2003","12980","Actif"
"FL10125","187","30.62","Stein, Mclean and Farmer Airlines","2014","2300","Retiré"
"FL19421","287","57.2","Farmer Group Airlines","1992","11780","Actif"
"FL50611","227","97.99","Underwood, Peters and Kirby Airlines","2003","4503","Actif"
"FL52140","350","44.09","Wheeler LLC Airlines","1990","3297","Actif"
"FL84553","248","38.9","Miranda LLC Airlines","2016","7306","Retiré"
"FL69226","323","39.22","Brown, Mcmahon and King Airlines","1997","6812","Actif"
"FL02826","303","59.63","Guerrero, Meadows and Martinez Airlines","2001","4771","Maintenance"
"FL86930","299","82.71","Keller Inc Airlines","2020","7579","Actif"
"FL56611","282","25.72","Roy, Bennett and White Airlines","2013","13066","Actif"
"FL18078","391","69.42","Parker, Wood and Mclean Airlines","2019","9213","Retiré"
"FL73228","200","61.12","Scott LLC Airlines","2003","4606","Actif"
"FL86251","336","18.48","Malone, Rhodes and Leblanc Airlines","2004","2527","Actif"
"FL24968","234","93.15","Lang-Hopkins Airlines","2007","6492","Actif"
"FL62854","362","64.54","Turner-Nelson Airlines","1990","11838","Actif"
"FL73178","187","92.32","Rogers, Wilson and Haney Airlines","2001","3558","Maintenance"
"FL66010","213","44.74","White, Carr and Carter Airlines","1994","2129","Actif"
"FL08092","324","44.24","Novak, York and Sanchez Airlines","2015","10057","Actif"
"FL38629","384","52.18","Harmon-Morris Airlines","1993","2274","Actif"
"FL07231","290","42.92","Meyer Ltd Airlines","1997","12744","Retiré"
"FL88153","386","49.8","Harris, Mata and Howard Airlines","2011","14226","Retiré"
"FL20350","160","10.22","Johnson-Castillo Airlines","2005","2416","Maintenance"
"FL64644","216","83.17","Aguilar, Allen and Weber Airlines","2010","4187","Actif"
"FL86297","274","96.48","Chapman-Lawson Airlines","1990","11675","Retiré"
"FL50884","347","10.66","Torres-Walker Airlines","2016","13121","Actif"
"FL04139","318","75.12","West, Harper and Tucker Airlines","2010","13315","Maintenance"
"FL89257","292","86.63","Banks-Adams Airlines","1990","8056","Retiré"
"FL27792","185","33.98","Braun-Irwin Airlines","1997","9594","Actif"
"FL55327","372","11.03","Ramirez LLC Airlines","2006","7739","Retiré"
"FL61617","148","22.4","Sullivan, Castillo and Black Airlines","2023","8735","Actif"
"FL89910","283","83.39","Hanson PLC Airlines","2008","8868","Actif"
"FL05169","183","62.6","Lee, Mendez and Johnson Airlines","2010","3959","Maintenance"
"FL27046","146","92.06","Miller, Mosley and Anderson Airlines","2005","10799","Actif"
"FL96017","398","89.9","Brown-Martin Airlines","1999","13959","Actif"
"FL25085","257","72.46","Vargas PLC Airlines","2024","14776","Retiré"
"FL06658","119","30.09","Houston Group Airlines","2016","6529","Retiré"
"FL02087","204","31.47","Farmer, Lawson and White Airlines","2024","9585","Actif"
"FL24989","305","50.59","Contreras PLC Airlines","1991","12875","Actif"
"FL70721","243","10.0","Scott, Hudson and Diaz Airlines","2017","4915","Maintenance"
"FL64232","186","55.55","Williams, Greene and Bass Airlines","2001","4654","Maintenance"
"FL17894","339","93.19","Gibson LLC Airlines","2002","7274","Maintenance"
"FL33201","391","90.11","Bailey-Gray Airlines","1996","3051","Retiré"
"FL81906","145","54.37","Sherman LLC Airlines","1999","5066","Retiré"
"FL56359","268","37.28","Munoz, Oliver and Smith Airlines","2021","9403","Retiré"
"FL34303","382","98.34","Rubio-Murphy Airlines","2002","8294","Maintenance"
"FL64045","309","93.21","Vasquez, Smith and Carroll Airlines","2012","11912","Actif"
"FL40127","261","81.05","Mccullough and Sons Airlines","2000","5691","Actif"
"FL54323","231","96.01","Perez Ltd Airlines","2016","10805","Retiré"
"FL10117","297","82.61","Gentry Group Airlines","1990","11081","Actif"
"FL57297","335","24.49","Cochran-Melton Airlines","2013","9831","Actif"
"FL41054","227","26.24","Fields, Ferguson and Gonzalez Airlines","1996","5057","Maintenance"
"FL84406","325","36.98","Jordan, Smith and Cooper Airlines","2018","2024","Retiré"
"FL53764","142","55.36","Matthews, Williams and Santos Airlines","2010","7682","Maintenance"
"FL95587","145","46.96","Rodriguez Inc Airlines","2007","6181","Actif"
"FL94320","266","11.57","Thomas and Sons Airlines","2006","13181","Maintenance"
"FL66269","183","99.1","Vang-Berry Airlines","2011","12653","Retiré"
"FL78025","144","15.92","Berg-Miller Airlines","1991","14216","Retiré"
"FL77791","320","32.34","Flores, Gray and Lloyd Airlines","2009","10546","Retiré"
"FL44680","392","72.51","Smith Group Airlines","2014","7725","Actif"
"FL91527","234","52.32","Hayes LLC Airlines","2002","6483","Actif"
"FL56638","218","37.28","Taylor, Schroeder and Powell Airlines","1992","3640","Actif"
"FL55103","307","79.69","White Ltd Airlines","1998","9078","Retiré"
"FL82143","137","79.81","Lee, Rivera and Thompson Airlines","2011","3547","Actif"
"FL29972","134","23.98","Griffin, Thompson and House Airlines","2016","13856","Actif"
"FL42320","385","87.29","Rivera, Johnson and Lucas Airlines","2019","10454","Actif"
"FL48512","289","15.02","Hall and Sons Airlines","1996","5894","Maintenance"
"FL71704","300","77.86","Campbell Ltd Airlines","2025","4731","Retiré"
"FL99539","240","77.22","Washington, Alvarez and Miller Airlines","2005","7869","Retiré"
"FL29724","207","67.24","Whitaker and Sons Airlines","2018","11466","Actif"
"FL89078","327","41.45","Orozco-Mendez Airlines","2003","3384","Maintenance"
"FL98667","306","93.55","Jacobs-Huff Airlines","2009","2258","Maintenance"
"FL87924","206","54.28","Bowers, Reid and Barnes Airlines","2018","9929","Maintenance"
"FL79056","316","26.63","Jackson and Sons Airlines","2006","13157","Actif"
"FL39309","252","33.59","Thomas Group Airlines","1990","8942","Retiré"
"FL58788","311","14.74","Griffin-Castaneda Airlines","1994","2961","Maintenance"
"FL13675","304","96.87","Ashley, Sandoval and Nelson Airlines","2000","13099","Actif"
"FL35615","167","20.92","Russell-Martin Airlines","2022","10424","Retiré"
"FL40131","346","29.66","Francis, Gould and Richmond Airlines","2003","14243","Actif"
"FL44839","193","60.94","Owens-Flores Airlines","1997","9451","Maintenance"
"FL89346","189","37.24","Goodman-Knight Airlines","2023","13991","Retiré"
"FL62494","190","95.12","Zhang LLC Airlines","2004","10757","Maintenance"
"FL25325","108","45.18","Caldwell, Adams and Wilson Airlines","1996","3793","Actif"
"FL84840","336","36.78","Simpson and Sons Airlines","2000","7898","Actif"
"FL38710","344","65.33","Williams Group Airlines","1995","2844","Retiré"
"FL67815","229","66.4","Gray, Morales and Chapman Airlines","2017","10874","Retiré"
"FL39706","227","54.2","Murphy-Brock Airlines","1990","10536","Retiré"
"FL63485","302","61.42","Daniels-Watkins Airlines","2007","10826","Actif"
"FL90257","258","61.93","Franklin-Jones Airlines","2024","11478","Actif"
"FL50170","126","48.21","Harper, Franco and Woods Airlines","1991","2553","Maintenance"
"FL88338","358","99.97","Johnson, Lozano and Jones Airlines","2016","5662","Maintenance"
"FL86109","287","84.74","Watson-Brown Airlines","1999","10450","Actif"
"FL30777","307","99.23","Smith, Thornton and Fields Airlines","2019","4292","Retiré"
"FL90755","329","57.31","Norman, Everett and Foley Airlines","2023","11661","Actif"
"FL85098","210","67.48","Savage and Sons Airlines","2012","3209","Retiré"
"FL37423","325","11.43","Carson-Barnett Airlines","2025","8309","Maintenance"
"FL33323","150","49.18","Cruz-Nguyen Airlines","2024","11311","Actif"
"FL63423","101","19.95","Archer-King Airlines","1993","13585","Actif"
"FL11587","193","52.9","Nelson, Martinez and Hughes Airlines","2021","2927","Actif"
"FL34556","399","53.21","Pham-Jackson Airlines","2001","14346","Maintenance"
"FL91975","157","33.35","Holloway, Gordon and Flowers Airlines","2021","2546","Retiré"
"FL51168","196","54.53","Brown Inc Airlines","2016","7053","Retiré"
"FL73261","273","46.51","Archer, Gibson and Rodriguez Airlines","2025","14477","Actif"
"FL45035","245","38.45","French PLC Airlines","1993","7709","Maintenance"
"FL94791","200","23.76","Dickerson and Sons Airlines","1990","9223","Actif"
"FL86452","288","16.54","Allen Ltd Airlines","2013","8413","Actif"
"FL65048","241","97.45","Davis and Sons Airlines","1998","7454","Actif"
"FL16195","173","43.61","Rogers Ltd Airlines","1999","4739","Maintenance"
"FL58963","232","69.72","Ibarra Ltd Airlines","2014","10507","Retiré"
"FL99739","296","98.75","Hill-Cordova Airlines","2024","4660","Retiré"
"FL73564","389","13.81","Hughes, Ford and Moore Airlines","2015","11593","Actif"
"FL06910","220","30.13","Rich, Smith and Anderson Airlines","1994","5593","Maintenance"
"FL09195","391","42.75","Stephens, Andrews and Barry Airlines","2016","8510","Actif"
"FL97270","388","20.65","Hernandez and Sons Airlines","2019","5091","Maintenance"
"FL39928","114","85.24","Walls, Quinn and Mcknight Airlines","1998","11923","Maintenance"
"FL72797","292","87.0","Young-Clark Airlines","2002","6060","Actif"
"FL25467","123","30.78","Cobb PLC Airlines","2021","4991","Maintenance"
"FL60273","147","63.88","Roberts-Sanders Airlines","1999","9138","Retiré"
"FL68648","395","55.56","Kelley-Moreno Airlines","1998","13714","Retiré"
"FL49421","119","37.65","Allen-Rowland Airlines","1991","14374","Maintenance"
"FL75899","186","91.89","White Group Airlines","2002","2794","Actif"
"FL81413","314","82.41","Goodman LLC Airlines","2007","6990","Maintenance"
"FL28950","120","86.76","Hall-Steele Airlines","2015","5457","Retiré"
"FL28980","189","28.11","Rosales-Gillespie Airlines","2003","10091","Retiré"
"FL89554","249","16.63","Myers-Mcgee Airlines","2018","11939","Actif"
"FL68788","360","66.0","Collins Group Airlines","1996","5667","Maintenance"
"FL66879","243","98.04","Johnson-Wilcox Airlines","2008","5948","Actif"
"FL75454","366","96.91","Clark LLC Airlines","2016","3814","Actif"
"FL50511","123","41.56","Lane, Long and Miles Airlines","2008","14799","Maintenance"
"FL28757","361","30.28","Jackson, Kim and Hahn Airlines","2008","7236","Actif"
"FL62698","173","42.91","Stanley Group Airlines","2006","4686","Retiré"
"FL20421","352","45.38","Patton, Moore and Johnson Airlines","1999","8271","Maintenance"
"FL01545","140","98.92","Bailey, Rose and Cervantes Airlines","1999","7593","Actif"
"FL58462","337","66.01","Richmond-Bailey Airlines","2014","9820","Retiré"
"FL19334","160","66.75","Mueller-Mills Airlines","2021","11949","Maintenance"
"FL35133","315","84.59","Cain-Guerrero Airlines","2003","12575","Retiré"
"FL14102","385","90.68","Adams-Boyd Airlines","2020","2667","Maintenance"
"FL58633","203","35.96","Moody, Chavez and Livingston Airlines","2005","8758","Actif"
"FL67355","198","52.63","Kennedy-Hill Airlines","1995","7544","Retiré"
"FL74419","356","47.29","Smith, Chavez and Ramirez Airlines","2013","6420","Retiré"
"FL86565","128","20.46","Taylor Group Airlines","1996","5999","Retiré"
"FL01913","253","64.84","Gomez Group Airlines","2023","6438","Actif"
"FL70348","148","27.32","Butler, Wilson and Munoz Airlines","2023","8236","Retiré"
"FL48944","370","55.32","Gonzalez, Fitzgerald and Hamilton Airlines","1999","5174","Retiré"
"FL17718","362","48.32","Le-Smith Airlines","1993","6449","Retiré"
"FL52086","246","20.91","Patterson Group Airlines","1991","5314","Actif"
"FL80063","372","62.11","Francis-Allen Airlines","1998","7595","Retiré"
"FL19525","155","93.86","Spencer, Ramos and Nichols Airlines","1994","3365","Maintenance"
"FL82789","152","28.24","Miranda PLC Airlines","2021","12036","Maintenance"
"FL63505","129","41.49","Lynch, Romero and Butler Airlines","2019","13636","Maintenance"
"FL33863","164","67.4","Medina Ltd Airlines","2000","10370","Maintenance"
"FL63454","190","91.47","Garcia LLC Airlines","2023","5360","Retiré"
"FL98892","262","12.45","Payne Ltd Airlines","2013","11737","Retiré"
"FL51304","117","31.87","Bowman Ltd Airlines","1996","8929","Maintenance"
"FL56521","104","48.99","Ortega, Long and Watson Airlines","2019","14317","Maintenance"
"FL48686","184","39.96","Jones, Roy and Smith Airlines","2017","6419","Maintenance"
"FL84938","240","93.04","Richards-Sherman Airlines","2000","6036","Maintenance"
"FL79462","236","48.15","Shepherd-Davila Airlines","1990","8040","Retiré"
"FL79738","400","85.07","Hatfield, Bartlett and Lyons Airlines","2009","14099","Actif"
"FL41916","399","78.24","Thompson, Hurley and Neal Airlines","2020","11622","Retiré"
"FL71951","129","79.05","Martin-Galvan Airlines","1997","14123","Retiré"
"FL37938","279","65.94","Foster and Sons Airlines","1992","14757","Actif"
"FL83751","199","55.18","Griffin, Herrera and Drake Airlines","2006","2218","Retiré"
"FL64179","290","94.85","Johnson Group Airlines","2008","6160","Retiré"
"FL88745","389","80.17","Marshall Ltd Airlines","2011","10794","Retiré"
"FL80308","360","22.14","Trujillo, Jordan and Jenkins Airlines","1996","14570","Maintenance"
"FL41954","173","93.54","Hansen, Mclean and Reed Airlines","2000","10566","Actif"
"FL74125","190","52.06","Caldwell Inc Airlines","2018","10810","Retiré"
"FL67384","302","98.09","Mason, Welch and Wilson Airlines","1991","8191","Retiré"
"FL06229","131","63.28","Conway, Glenn and Mitchell Airlines","2012","12559","Actif"
"FL67765","266","87.67","Brown, Perez and Erickson Airlines","2011","11087","Retiré"
"FL85446","297","75.59","Hess, Becker and Payne Airlines","2019","5390","Maintenance"
"FL76307","390","82.74","Skinner, Allen and Wallace Airlines","1999","14179","Maintenance"
"FL70126","173","32.11","Black PLC Airlines","1994","14563","Retiré"
"FL20410","220","69.83","Scott-Conner Airlines","2013","6272","Retiré"
"FL40062","340","92.22","Rodriguez-Salazar Airlines","1993","8276","Maintenance"
"FL38263","103","26.41","Bridges Group Airlines","2001","9657","Actif"
"FL10481","237","78.8","Reyes, Mccullough and Miller Airlines","2015","12673","Retiré"
"FL53534","260","95.42","Gray, Davis and Gutierrez Airlines","1991","2061","Actif"
"FL90917","155","40.94","Gill, Tucker and Mercado Airlines","2019","9937","Maintenance"
"FL79919","267","45.15","White-Walsh Airlines","1990","13820","Actif"
"FL16879","283","80.89","Hendricks Group Airlines","2022","13663","Actif"
"FL65166","136","43.2","Dennis-Conner Airlines","2016","12860","Retiré"
"FL76605","138","13.72","Smith Group Airlines","1994","10088","Actif"
"FL26536","242","69.67","Durham, Melton and Johnson Airlines","2019","11011","Actif"
"FL94077","302","91.28","Williams Group Airlines","1998","6056","Maintenance"
"FL14855","235","46.77","Hubbard, Morris and Rodriguez Airlines","2007","3897","Actif"
"FL68144","271","58.28","Skinner Group Airlines","2005","9262","Actif"
"FL53346","108","86.74","Martinez PLC Airlines","2015","10090","Maintenance"
"FL31633","394","83.6","Colon, Hernandez and Sharp Airlines","2024","11158","Maintenance"
"FL47867","146","86.5","Anderson and Sons Airlines","2002","8492","Retiré"
"FL28187","200","26.27","Edwards-Lindsey Airlines","1992","14803","Retiré"
"FL51277","374","48.17","Jones, Jarvis and Perez Airlines","2003","6431","Maintenance"
"FL42692","208","43.47","Martinez, Williams and Chavez Airlines","2008","14157","Actif"
"FL40426","213","28.27","Bailey, Cline and Kim Airlines","1996","7858","Retiré"
"FL85961","175","42.73","Parker, Bailey and Shepherd Airlines","1998","10823","Maintenance"
"FL68571","201","57.76","Thomas-Mayo Airlines","2003","8337","Maintenance"
"FL65374","251","53.2","Wilkins-Wright Airlines","1994","6209","Retiré"
"FL62245","200","11.64","Sanchez, Hawkins and Thompson Airlines","2008","5696","Maintenance"
"FL71499","186","59.52","Castillo Group Airlines","1998","7511","Retiré"
"FL64708","195","48.56","Weber-Howard Airlines","1993","8739","Retiré"
"FL72249","203","66.29","Washington, Wilson and Collins Airlines","1991","9180","Actif"
"FL41582","236","45.93","Williams-Black Airlines","2013","13474","Maintenance"
"FL06143","111","41.08","Adams-White Airlines","1995","13016","Actif"
"FL59932","333","16.37","Barajas, Fisher and Ochoa Airlines","1991","9892","Retiré"
"FL21643","369","68.16","Glass-Hall Airlines","1995","5509","Maintenance"
"FL50489","240","87.48","Brewer and Sons Airlines","2009","6614","Maintenance"
"FL39681","108","12.89","Powell, Howard and Johnson Airlines","2019","10254","Actif"
"FL49061","124","38.82","Yang-Harper Airlines","1997","12662","Retiré"
"FL53988","255","88.18","Cunningham, Valdez and Johnson Airlines","2018","12914","Actif"
"FL98504","376","37.92","Wilson PLC Airlines","2020","8276","Actif"
"FL97039","293","58.98","Morrow, White and Davis Airlines","2006","3485","Actif"
"FL63241","390","38.48","Douglas, Stephens and Johns Airlines","1992","13176","Actif"
"FL37183","230","67.93","Jensen, Blanchard and Hill Airlines","1992","7829","Maintenance"
"FL24387","139","30.36","Hart, Little and Rodriguez Airlines","2013","2750","Actif"
"FL95993","127","40.76","Klein Group Airlines","2000","5779","Retiré"
"FL69150","261","39.98","Lopez-Gonzalez Airlines","1993","12733","Maintenance"
"FL43019","301","65.24","Kane, Hansen and Neal Airlines","2018","13389","Actif"
"FL03426","231","97.23","Phillips-Robertson Airlines","1993","13385","Actif"
"FL08424","165","76.88","Miller Group Airlines","2004","3454","Maintenance"
"FL33603","150","37.59","Anderson Group Airlines","2010","12085","Retiré"
"FL90350","284","68.64","Thompson-Hernandez Airlines","2000","2383","Maintenance"
"FL38289","160","36.73","Bradshaw, Alvarez and Schultz Airlines","2015","10832","Maintenance"
"FL69373","398","31.36","Wiggins, Lopez and Clark Airlines","1997","13567","Actif"
"FL08883","325","43.31","Trujillo, Jimenez and Cooper Airlines","2022","9468","Actif"
"FL81124","128","82.01","Frazier-Archer Airlines","1996","4153","Retiré"
"FL69229","383","22.23","Kent-Lewis Airlines","2004","4667","Maintenance"
"FL59391","161","81.17","Burgess Ltd Airlines","2013","2786","Maintenance"
"FL44289","254","12.79","Todd-Padilla Airlines","1991","3068","Retiré"
"FL91794","274","94.47","Watts-Bartlett Airlines","2011","7412","Actif"
"FL96807","145","11.59","Brown-Peterson Airlines","2005","12002","Maintenance"
"FL38672","332","97.15","Armstrong Group Airlines","2013","8715","Maintenance"
"FL20385","328","64.63","Robinson-Bell Airlines","2019","2633","Actif"
"FL43795","145","52.75","Mitchell-Miller Airlines","2002","5555","Actif"
"FL85681","303","11.37","Hunt-Carpenter Airlines","1999","7131","Actif"
"FL72597","302","96.71","Green-Tyler Airlines","1996","13055","Retiré"
"FL01496","146","41.77","Howe-Reynolds Airlines","2016","7881","Actif"
"FL49950","198","17.61","Robinson and Sons Airlines","1993","12565","Retiré"
"FL03829","264","43.44","Decker and Sons Airlines","2019","8788","Maintenance"
"FL08267","399","18.23","Johnson-Campbell Airlines","1994","8086","Maintenance"
"FL14004","347","34.12","Newman PLC Airlines","2004","6006","Retiré"
"FL41176","120","80.86","Wang-Hurley Airlines","1995","13278","Actif"
"FL57395","249","42.43","Smith, Ibarra and Torres Airlines","2014","2900","Actif"
"FL58048","349","83.45","Brown PLC Airlines","2023","5024","Actif"
"FL66488","285","40.25","Walker LLC Airlines","2021","11299","Actif"
"FL49628","271","81.72","Reynolds-Marsh Airlines","2005","7900","Maintenance"
"FL58467","195","17.51","Byrd, Jones and Kaufman Airlines","2013","10055","Maintenance"
"FL47853","160","33.02","Guzman-Carlson Airlines","2009","2438","Maintenance"
"FL54331","316","37.07","Fisher and Sons Airlines","2005","7096","Retiré"
"FL52453","166","82.94","Ramirez-Burns Airlines","1994","4319","Actif"
"FL71351","198","78.3","Holland, Oneill and Barrett Airlines","1995","5724","Retiré"
"FL80005","262","65.81","West Group Airlines","2010","8233","Actif"
"FL78956","397","85.65","Flores Group Airlines","2006","12681","Retiré"
"FL16276","351","16.41","Thomas PLC Airlines","1996","12212","Retiré"
"FL10876","375","23.51","Rivas-Martin Airlines","2019","9148","Actif"
"FL04369","194","65.27","Blake-James Airlines","1996","7612","Retiré"
"FL75582","185","27.11","Perez-Soto Airlines","2003","4125","Retiré"
"FL98382","364","96.49","Wheeler-Vazquez Airlines","1995","3816","Actif"
"FL33000","354","97.22","Burke Ltd Airlines","2016","8308","Retiré"
"FL88235","213","31.48","Perez, Reyes and Baker Airlines","1996","14147","Maintenance"
"FL81710","313","34.13","Stafford-Estrada Airlines","1997","6243","Retiré"
"FL90682","364","49.4","Cline PLC Airlines","2014","8388","Maintenance"
"FL14375","393","38.42","Hammond Group Airlines","2021","9702","Actif"
"FL34623","283","10.73","Rodriguez, Montgomery and Stephens Airlines","2014","11497","Actif"
"FL58535","392","45.73","Mckee Inc Airlines","2012","3523","Maintenance"
"FL02816","119","66.23","Mejia LLC Airlines","2023","13289","Actif"
"FL50464","296","30.43","Kelley-Anderson Airlines","2013","4297","Maintenance"
"FL59215","363","80.82","Atkinson, Adams and Martinez Airlines","2024","14358","Retiré"
"FL90271","216","91.07","Gomez PLC Airlines","2021","4137","Maintenance"
"FL63470","338","24.62","Washington and Sons Airlines","1995","7075","Retiré"
"FL79329","336","59.61","Wilson, Rojas and Ramirez Airlines","1990","6833","Maintenance"
"FL51547","254","62.02","Smith-Smith Airlines","2023","2251","Maintenance"
"FL60935","199","98.96","Scott PLC Airlines","1994","4689","Actif"
"FL43991","203","66.09","Rodriguez, Murphy and Mcdaniel Airlines","1997","4896","Actif"
"FL98699","259","70.52","Donovan, Massey and Weaver Airlines","2006","14471","Maintenance"
"FL85892","158","90.35","Barrett-Johnson Airlines","2020","10279","Maintenance"
"FL66029","323","49.17","Davis-Wise Airlines","2020","5129","Maintenance"
"FL75105","117","69.46","Bridges, Maxwell and Hanson Airlines","2012","7758","Retiré"
"FL60751","319","15.95","Camacho, Williams and Sanders Airlines","2010","11842","Actif"
"FL67262","198","63.07","Skinner-Simmons Airlines","2009","10606","Retiré"
"FL09486","156","84.46","Hoffman, Hunt and Mckenzie Airlines","2009","2749","Actif"
"FL76889","208","99.96","Olsen, Medina and Ross Airlines","2005","4267","Actif"
"FL68327","246","90.33","Ortiz-Velasquez Airlines","2018","10167","Actif"
"FL79943","261","86.23","Morgan-Allen Airlines","2013","8731","Actif"
"FL00744","252","80.84","Galvan, Chapman and Greer Airlines","2017","8092","Actif"
"FL10094","243","44.97","Lee, George and Armstrong Airlines","1994","4239","Retiré"
"FL73851","181","39.21","Dominguez Group Airlines","2015","12340","Actif"
"FL40076","289","56.84","Adams, Elliott and Pearson Airlines","2017","9746","Actif"
"FL39287","377","25.79","Richard, Clark and Dean Airlines","2008","14692","Maintenance"
"FL63251","123","55.21","Snyder Inc Airlines","2019","11873","Maintenance"
"FL31372","349","90.35","Davis Ltd Airlines","2023","10265","Actif"
